Type,Name,Net Payment This Period,Comparable Payment Prior Year,Period Percent Change,Payment Year to Date,Prior Year Payment Year to Date,Year Percent Change,Report Period,Report Year,Report Period Type
CITY,Addison,$304347.54,$300316.02,1.34%,$615188.81,$603727.81,1.9%,2,2016,"QUARTERLY"""
CITY,Addison,$304347.54,$300316.02,1.34%,$615188.81,$603727.81,1.9%,2,2016,"QUARTERLY"""
CITY,Aransas Pass,$2811.56,$1578.12,78.16%,$10655.32,$7318.50,45.59%,4,2013,"QUARTERLY"""
COUNTY,Camp,$927.76,$664.57,39.6%,$927.76,$664.57,39.6%,1,2014,"QUARTERLY"""
CITY,Volente,$485.89,$279.60,73.78%,$485.89,$279.60,73.78%,1,2014,"QUARTERLY"""
CITY,Kingsville,$11027.86,$10405.19,5.98%,$11027.86,$10405.19,5.98%,1,2013,"QUARTERLY"""
CITY,Seabrook,$50561.78,$45594.23,10.9%,$87907.92,$75644.85,16.21%,2,2015,"QUARTERLY"""
COUNTY,Howard,$9103.17,$6019.15,51.24%,$17766.94,$11079.22,60.36%,2,2013,"QUARTERLY"""
CITY,Marshall,$6940.98,$7685.47,-9.69%,$14224.98,$13655.45,4.17%,2,2014,"QUARTERLY"""
COUNTY,Panola,$2105.74,$1923.38,9.48%,$6477.09,$6120.67,5.82%,3,2015,"QUARTERLY"""
CITY,Bellville,$1516.45,$1450.48,4.55%,$5347.92,$4431.98,20.67%,4,2014,"QUARTERLY"""
CITY,Celina,$605.99,$667.20,-9.17%,$3025.37,$1702.13,77.74%,4,2013,"QUARTERLY"""
CITY,Franklin,$375.70,$0.00,0%,$903.17,$0.00,0%,4,2014,"QUARTERLY"""
COUNTY,Coryell,$7444.01,$7561.23,-1.55%,$24710.48,$23783.05,3.9%,3,2015,"QUARTERLY"""
CITY,Weslaco,$28838.31,$25388.05,13.59%,$28838.31,$25388.05,13.59%,1,2015,"QUARTERLY"""
CITY,Paris,$11318.33,$11289.77,0.25%,$23540.81,$22226.50,5.91%,2,2013,"QUARTERLY"""
CITY,Kerrville,$16044.82,$12151.59,32.04%,$16044.82,$12151.59,32.04%,1,2014,"QUARTERLY"""
COUNTY,Oldham,$223.81,$651.04,-65.62%,$223.81,$651.04,-65.62%,1,2015,"QUARTERLY"""
COUNTY,Brewster,$6525.26,$5428.08,20.21%,$6525.26,$5428.08,20.21%,1,2013,"QUARTERLY"""
COUNTY,San Patricio,$16777.96,$13367.32,25.51%,$16777.96,$13367.32,25.51%,1,2015,"QUARTERLY"""
CITY,Hollywood Park,$2303.70,$2040.52,12.9%,$6763.55,$6190.36,9.26%,3,2015,"QUARTERLY"""
CITY,Woodway,$313.56,$129.36,142.39%,$735.09,$505.44,45.44%,4,2013,"QUARTERLY"""
CITY,Corpus Christi,$332985.97,$244638.85,36.11%,$818731.83,$711440.10,15.08%,3,2013,"QUARTERLY"""
CITY,Hearne,$705.64,$626.91,12.56%,$705.64,$626.91,12.56%,1,2016,"QUARTERLY"""
CITY,Friendswood,$11382.58,$9963.90,14.24%,$21588.47,$19014.74,13.54%,2,2016,"QUARTERLY"""
CITY,Friendswood,$11382.58,$9963.90,14.24%,$21588.47,$19014.74,13.54%,2,2016,"QUARTERLY"""
CITY,Addison,$310841.27,$303411.79,2.45%,$310841.27,$303411.79,2.45%,1,2016,"QUARTERLY"""
CITY,Port Aransas,$35612.11,$35122.79,1.39%,$174811.24,$178154.94,-1.88%,4,2015,"QUARTERLY"""
CITY,Yoakum,$762.19,$678.69,12.3%,$3621.86,$1203.42,200.96%,3,2015,"QUARTERLY"""
COUNTY,Hale,$6318.30,$7575.73,-16.6%,$13620.48,$15808.62,-13.84%,2,2013,"QUARTERLY"""
CITY,Kingsville,$12599.49,$12287.58,2.54%,$44495.90,$34537.13,28.83%,3,2014,"QUARTERLY"""
COUNTY,Anderson,$8734.65,$8785.78,-0.58%,$8734.65,$8785.78,-0.58%,1,2016,"QUARTERLY"""
CITY,Malone,$509.05,$546.44,-6.84%,$1103.37,$1097.30,0.55%,2,2014,"QUARTERLY"""
CITY,De Leon,$537.64,$356.72,50.72%,$1320.21,$1016.32,29.9%,3,2013,"QUARTERLY"""
CITY,Edinburg,$21925.18,$23942.86,-8.43%,$21925.18,$23942.86,-8.43%,1,2013,"QUARTERLY"""
COUNTY,Smith,$136394.27,$134068.10,1.74%,$136394.27,$134068.10,1.74%,1,2016,"QUARTERLY"""
COUNTY,Houston,$2377.71,$1660.16,43.22%,$8494.81,$7493.06,13.37%,4,2015,"QUARTERLY"""
CITY,Copperas Cove,$3039.63,$2593.17,17.22%,$3039.63,$2593.17,17.22%,1,2013,"QUARTERLY"""
CITY,Mission,$15786.98,$19280.03,-18.12%,$33844.11,$40575.44,-16.59%,2,2013,"QUARTERLY"""
CITY,Bellaire,$6052.96,$4729.81,27.97%,$21503.22,$16318.77,31.77%,4,2014,"QUARTERLY"""
CITY,La Grange,$2760.71,$2300.41,20.01%,$10142.72,$7503.56,35.17%,4,2014,"QUARTERLY"""
COUNTY,Rockwall,$56110.66,$52137.99,7.62%,$106984.74,$100378.59,6.58%,2,2013,"QUARTERLY"""
CITY,Three Rivers,$874.08,$734.35,19.03%,$874.08,$734.35,19.03%,1,2015,"QUARTERLY"""
CITY,Magnolia,$3559.73,$3300.55,7.85%,$10437.71,$9647.11,8.2%,3,2015,"QUARTERLY"""
COUNTY,Sabine,$645.08,$703.15,-8.26%,$645.08,$703.15,-8.26%,1,2016,"QUARTERLY"""
CITY,Hearne,$614.05,$633.02,-3%,$2139.12,$1861.22,14.93%,3,2014,"QUARTERLY"""
COUNTY,Hopkins,$7090.10,$5779.16,22.68%,$14752.79,$11178.96,31.97%,2,2013,"QUARTERLY"""
CITY,Beeville,$7637.53,$8049.91,-5.12%,$22980.68,$22034.77,4.29%,3,2014,"QUARTERLY"""
CITY,Greenville,$11282.81,$7954.09,41.85%,$27357.52,$24156.50,13.25%,3,2013,"QUARTERLY"""
CITY,Devine,$506.59,$511.88,-1.03%,$506.59,$511.88,-1.03%,1,2014,"QUARTERLY"""
CITY,Alamo,$979.21,$0.00,0%,$1754.11,$0.00,0%,2,2015,"QUARTERLY"""
CITY,Fulton,$18551.15,$14064.68,31.9%,$32400.15,$24721.64,31.06%,2,2016,"QUARTERLY"""
CITY,Fulton,$18551.15,$14064.68,31.9%,$32400.15,$24721.64,31.06%,2,2016,"QUARTERLY"""
CITY,Pittsburg,$481.39,$252.78,90.44%,$481.39,$252.78,90.44%,1,2015,"QUARTERLY"""
COUNTY,Hardin,$2684.00,$2455.49,9.31%,$2684.00,$2455.49,9.31%,1,2013,"QUARTERLY"""
CITY,Woodville,$537.14,$384.97,39.53%,$1076.03,$692.04,55.49%,2,2014,"QUARTERLY"""
CITY,Portland,$4500.19,$3862.84,16.5%,$4500.19,$3862.84,16.5%,1,2013,"QUARTERLY"""
CITY,Snyder,$2981.98,$3117.46,-4.35%,$11946.42,$12282.43,-2.74%,4,2014,"QUARTERLY"""
COUNTY,Lee,$2059.90,$1478.31,39.34%,$3702.95,$2716.01,36.34%,2,2014,"QUARTERLY"""
CITY,Laredo,$128360.89,$108269.79,18.56%,$128360.89,$108269.79,18.56%,1,2015,"QUARTERLY"""
CITY,Olney,$114.10,$107.44,6.2%,$619.03,$478.69,29.32%,4,2014,"QUARTERLY"""
CITY,Mission,$18203.00,$15380.47,18.35%,$79806.83,$67256.53,18.66%,4,2014,"QUARTERLY"""
CITY,Westlake,$12455.07,$8965.30,38.93%,$12455.07,$8965.30,38.93%,1,2014,"QUARTERLY"""
CITY,Crystal City,$1001.83,$1105.83,-9.4%,$4433.42,$4958.01,-10.58%,4,2015,"QUARTERLY"""
CITY,Lamesa,$1012.86,$1552.77,-34.77%,$4654.32,$5146.63,-9.57%,4,2015,"QUARTERLY"""
COUNTY,Aransas,$31652.08,$26918.64,17.58%,$81237.66,$60384.45,34.53%,3,2014,"QUARTERLY"""
COUNTY,Wood,$7022.71,$6760.21,3.88%,$13111.79,$13993.05,-6.3%,2,2013,"QUARTERLY"""
CITY,Del Rio,$17704.42,$18597.84,-4.8%,$17704.42,$18597.84,-4.8%,1,2016,"QUARTERLY"""
CITY,Odem,$267.05,$228.17,17.04%,$701.66,$633.80,10.71%,3,2013,"QUARTERLY"""
CITY,Wixon Valley,$399.05,$0.00,0%,$1443.79,$0.00,0%,3,2015,"QUARTERLY"""
CITY,Roma,$432.51,$265.95,62.63%,$757.59,$698.35,8.48%,2,2014,"QUARTERLY"""
CITY,Campbell,$1127.11,$621.76,81.28%,$1821.00,$621.76,192.88%,2,2014,"QUARTERLY"""
CITY,San Felipe,$269.83,$190.66,41.52%,$965.42,$823.48,17.24%,4,2013,"QUARTERLY"""
CITY,Pleasanton,$7233.08,$9161.69,-21.05%,$14869.80,$15159.21,-1.91%,2,2015,"QUARTERLY"""
COUNTY,Ellis,$45283.65,$40745.77,11.14%,$45283.65,$40745.77,11.14%,1,2016,"QUARTERLY"""
CITY,Liberty Hill,$2288.71,$2159.97,5.96%,$2288.71,$2159.97,5.96%,1,2016,"QUARTERLY"""
CITY,Buffalo,$608.01,$472.11,28.79%,$2306.39,$1804.79,27.79%,4,2013,"QUARTERLY"""
COUNTY,Tyler,$663.56,$432.30,53.5%,$1739.59,$1124.34,54.72%,3,2014,"QUARTERLY"""
COUNTY,Jackson,$187.10,$154.59,21.03%,$187.10,$154.59,21.03%,1,2015,"QUARTERLY"""
CITY,Seguin,$8265.35,$6408.46,28.98%,$21527.08,$20416.33,5.44%,3,2013,"QUARTERLY"""
CITY,Mount Pleasant,$8902.41,$7904.92,12.62%,$8902.41,$7904.92,12.62%,1,2015,"QUARTERLY"""
CITY,Corsicana,$11669.55,$10352.87,12.72%,$11669.55,$10352.87,12.72%,1,2015,"QUARTERLY"""
CITY,Farmersville,$278.14,$39.10,611.36%,$278.14,$39.10,611.36%,1,2014,"QUARTERLY"""
CITY,Port Neches,$8394.82,$6918.77,21.33%,$14334.59,$11146.34,28.6%,2,2016,"QUARTERLY"""
CITY,Port Neches,$8394.82,$6918.77,21.33%,$14334.59,$11146.34,28.6%,2,2016,"QUARTERLY"""
CITY,Beeville,$7330.57,$6839.65,7.18%,$15343.15,$13984.86,9.71%,2,2014,"QUARTERLY"""
COUNTY,Hockley,$2749.39,$3308.41,-16.9%,$4689.49,$6824.33,-31.28%,2,2016,"QUARTERLY"""
COUNTY,Hockley,$2749.39,$3308.41,-16.9%,$4689.49,$6824.33,-31.28%,2,2016,"QUARTERLY"""
CITY,Webster,$107890.57,$85078.52,26.81%,$274594.92,$243382.74,12.82%,3,2013,"QUARTERLY"""
COUNTY,Panola,$2217.80,$2220.74,-0.13%,$2217.80,$2220.74,-0.13%,1,2016,"QUARTERLY"""
COUNTY,Bosque,$2850.84,$2504.16,13.84%,$9216.56,$6195.19,48.77%,3,2015,"QUARTERLY"""
COUNTY,Frio,$2769.41,$1688.46,64.02%,$4744.71,$3429.24,38.36%,2,2014,"QUARTERLY"""
COUNTY,Limestone,$1766.84,$1817.89,-2.81%,$6126.17,$4850.20,26.31%,3,2014,"QUARTERLY"""
CITY,Spring Valley,$787.52,$0.00,0%,$787.52,$0.00,0%,1,2015,"QUARTERLY"""
COUNTY,Gillespie,$33545.16,$33007.72,1.63%,$103101.63,$95730.15,7.7%,3,2015,"QUARTERLY"""
CITY,Corinth,$3821.27,$3799.27,0.58%,$7450.06,$7002.51,6.39%,2,2016,"QUARTERLY"""
CITY,Corinth,$3821.27,$3799.27,0.58%,$7450.06,$7002.51,6.39%,2,2016,"QUARTERLY"""
COUNTY,Jack,$556.68,$462.70,20.31%,$2026.52,$1945.28,4.18%,4,2013,"QUARTERLY"""
CITY,Lorena,$20.03,$13.18,51.97%,$20.03,$13.18,51.97%,1,2016,"QUARTERLY"""
CITY,Bayou Vista,$758.15,$454.55,66.79%,$1346.92,$810.97,66.09%,2,2014,"QUARTERLY"""
CITY,El Lago,$7198.72,$6898.84,4.35%,$16556.90,$12738.03,29.98%,2,2015,"QUARTERLY"""
CITY,Canadian,$2757.68,$2505.98,10.04%,$10779.27,$9606.39,12.21%,4,2014,"QUARTERLY"""
CITY,Fairview,$18434.41,$16738.69,10.13%,$18434.41,$16738.69,10.13%,1,2014,"QUARTERLY"""
CITY,Lincoln Park,$0.00,$419.04,-100%,$0.00,$1470.35,-100%,2,2016,"QUARTERLY"""
CITY,Lincoln Park,$0.00,$419.04,-100%,$0.00,$1470.35,-100%,2,2016,"QUARTERLY"""
COUNTY,Childress,$1200.32,$1238.07,-3.05%,$1200.32,$1238.07,-3.05%,1,2013,"QUARTERLY"""
CITY,Spring Valley,$988.88,$0.00,0%,$1776.40,$0.00,0%,2,2015,"QUARTERLY"""
CITY,Orange,$5801.97,$5699.79,1.79%,$5801.97,$5699.79,1.79%,1,2016,"QUARTERLY"""
COUNTY,Archer,$421.64,$366.94,14.91%,$421.64,$366.94,14.91%,1,2014,"QUARTERLY"""
CITY,Kingsville,$18135.48,$11027.86,64.45%,$18135.48,$11027.86,64.45%,1,2014,"QUARTERLY"""
COUNTY,Montgomery,$500525.05,$349689.98,43.13%,$950764.18,$659802.59,44.1%,2,2014,"QUARTERLY"""
CITY,Mont Belvieu,$1942.69,$1984.88,-2.13%,$3314.31,$3429.03,-3.35%,2,2013,"QUARTERLY"""
CITY,Gatesville,$2497.02,$2721.69,-8.25%,$2497.02,$2721.69,-8.25%,1,2015,"QUARTERLY"""
CITY,Richland Hills,$569.67,$463.52,22.9%,$569.67,$463.52,22.9%,1,2015,"QUARTERLY"""
CITY,Freeport,$8504.61,$5297.87,60.53%,$8504.61,$5297.87,60.53%,1,2015,"QUARTERLY"""
COUNTY,Terry,$614.38,$578.79,6.15%,$845.54,$1280.50,-33.97%,2,2014,"QUARTERLY"""
CITY,Runaway Bay,$675.71,$364.90,85.18%,$1078.07,$569.99,89.14%,2,2014,"QUARTERLY"""
COUNTY,Hartley,$304.32,$474.96,-35.93%,$557.76,$808.47,-31.01%,2,2013,"QUARTERLY"""
CITY,Cameron,$418.92,$488.59,-14.26%,$912.51,$1088.43,-16.16%,2,2016,"QUARTERLY"""
CITY,Cameron,$418.92,$488.59,-14.26%,$912.51,$1088.43,-16.16%,2,2016,"QUARTERLY"""
CITY,Yoakum,$127.47,$38.91,227.6%,$127.47,$38.91,227.6%,1,2014,"QUARTERLY"""
CITY,Dumas,$3979.34,$4087.15,-2.64%,$17723.96,$15048.84,17.78%,4,2015,"QUARTERLY"""
CITY,Bellmead,$1791.05,$2780.29,-35.58%,$5760.95,$5429.09,6.11%,4,2013,"QUARTERLY"""
CITY,Hempstead,$1304.84,$1215.48,7.35%,$2463.31,$1951.41,26.23%,2,2015,"QUARTERLY"""
CITY,Denison,$8467.94,$9100.19,-6.95%,$17788.73,$18704.42,-4.9%,2,2013,"QUARTERLY"""
CITY,Hutto,$4813.45,$3629.32,32.63%,$4813.45,$3629.32,32.63%,1,2014,"QUARTERLY"""
COUNTY,Karnes,$4992.47,$1499.76,232.88%,$6414.90,$2971.31,115.89%,2,2014,"QUARTERLY"""
CITY,Garden Ridge,$9.01,$65.45,-86.23%,$81.33,$148.13,-45.1%,3,2015,"QUARTERLY"""
COUNTY,Eastland,$505.67,$571.87,-11.58%,$505.67,$571.87,-11.58%,1,2013,"QUARTERLY"""
CITY,Humble,$65223.40,$67306.97,-3.1%,$282854.27,$278267.89,1.65%,4,2015,"QUARTERLY"""
COUNTY,Shelby,$1407.06,$1526.95,-7.85%,$5924.27,$7299.97,-18.85%,4,2015,"QUARTERLY"""
CITY,Friendswood,$6495.68,$6645.96,-2.26%,$12471.31,$12198.26,2.24%,2,2013,"QUARTERLY"""
CITY,Nederland,$5840.41,$1905.94,206.43%,$5840.41,$1905.94,206.43%,1,2015,"QUARTERLY"""
CITY,Southside Place,$7644.18,$6005.44,27.29%,$7644.18,$6005.44,27.29%,1,2015,"QUARTERLY"""
CITY,Red Oak,$1962.85,$1197.11,63.97%,$6494.21,$4293.38,51.26%,4,2013,"QUARTERLY"""
CITY,Dimmitt,$587.32,$647.11,-9.24%,$2392.66,$2436.72,-1.81%,4,2015,"QUARTERLY"""
CITY,Grand Saline,$835.49,$904.81,-7.66%,$835.49,$904.81,-7.66%,1,2013,"QUARTERLY"""
CITY,Brackettville,$160.57,$233.12,-31.12%,$160.57,$233.12,-31.12%,1,2016,"QUARTERLY"""
CITY,Vernon,$625.90,$843.77,-25.82%,$1209.88,$1636.25,-26.06%,2,2013,"QUARTERLY"""
CITY,Wills Point,$118.44,$0.00,0%,$217.73,$0.00,0%,2,2013,"QUARTERLY"""
CITY,Beaumont,$128036.18,$76401.44,67.58%,$220893.31,$158346.29,39.5%,2,2014,"QUARTERLY"""
CITY,Vinton,$912.65,$905.20,0.82%,$912.65,$905.20,0.82%,1,2016,"QUARTERLY"""
CITY,San Juan,$1314.37,$783.28,67.8%,$3272.37,$2493.01,31.26%,4,2013,"QUARTERLY"""
COUNTY,Robertson,$1484.91,$969.18,53.21%,$5498.38,$3635.77,51.23%,4,2015,"QUARTERLY"""
CITY,Hurst,$38621.28,$28858.82,33.83%,$38621.28,$28858.82,33.83%,1,2015,"QUARTERLY"""
CITY,Silsbee,$1859.10,$1345.65,38.16%,$4496.38,$3271.19,37.45%,3,2014,"QUARTERLY"""
CITY,Denton,$86733.98,$85247.55,1.74%,$86733.98,$85247.55,1.74%,1,2013,"QUARTERLY"""
CITY,Everman,$2590.13,$1894.50,36.72%,$2590.13,$1894.50,36.72%,1,2014,"QUARTERLY"""
CITY,Gladewater,$251.73,$270.12,-6.81%,$261.85,$270.12,-3.06%,3,2014,"QUARTERLY"""
CITY,Cut And Shoot,$944.48,$634.95,48.75%,$2126.64,$1933.91,9.97%,3,2013,"QUARTERLY"""
CITY,Glen Rose,$3350.92,$2733.06,22.61%,$5512.35,$4307.35,27.98%,2,2016,"QUARTERLY"""
CITY,Glen Rose,$3350.92,$2733.06,22.61%,$5512.35,$4307.35,27.98%,2,2016,"QUARTERLY"""
COUNTY,Gillespie,$27401.85,$18949.23,44.61%,$68399.70,$55280.32,23.73%,3,2013,"QUARTERLY"""
CITY,Hideaway,$923.16,$1003.77,-8.03%,$4065.65,$4296.08,-5.36%,4,2015,"QUARTERLY"""
CITY,Orange,$4813.78,$4506.02,6.83%,$4813.78,$4506.02,6.83%,1,2014,"QUARTERLY"""
CITY,Gainesville,$10700.82,$8445.76,26.7%,$10700.82,$8445.76,26.7%,1,2015,"QUARTERLY"""
CITY,Malone,$659.23,$490.79,34.32%,$2418.09,$2072.38,16.68%,4,2013,"QUARTERLY"""
CITY,Palestine,$7237.54,$6904.80,4.82%,$21782.15,$22747.18,-4.24%,3,2015,"QUARTERLY"""
CITY,Edna,$445.60,$256.73,73.57%,$632.70,$411.32,53.82%,2,2015,"QUARTERLY"""
CITY,Ingleside,$6017.26,$4956.17,21.41%,$6017.26,$4956.17,21.41%,1,2015,"QUARTERLY"""
COUNTY,Harris,$5632410.28,$5509863.59,2.22%,$5632410.28,$5509863.59,2.22%,1,2016,"QUARTERLY"""
CITY,Hearne,$560.68,$294.73,90.24%,$2421.90,$1749.95,38.4%,4,2013,"QUARTERLY"""
CITY,Bullard,$241.75,$55.42,336.21%,$1333.26,$55.42,2305.74%,4,2015,"QUARTERLY"""
CITY,Snyder,$2981.19,$2686.73,10.96%,$6290.54,$5664.12,11.06%,2,2015,"QUARTERLY"""
CITY,Pearsall,$1895.56,$3657.20,-48.17%,$3827.43,$6070.78,-36.95%,2,2016,"QUARTERLY"""
CITY,Pearsall,$1895.56,$3657.20,-48.17%,$3827.43,$6070.78,-36.95%,2,2016,"QUARTERLY"""
CITY,El Paso,$475761.18,$377748.44,25.95%,$1243136.17,$1159061.61,7.25%,3,2013,"QUARTERLY"""
COUNTY,Gregg,$44521.48,$49576.08,-10.2%,$90804.83,$97501.74,-6.87%,2,2013,"QUARTERLY"""
CITY,Caldwell,$148.54,$0.00,0%,$148.54,$0.00,0%,1,2013,"QUARTERLY"""
COUNTY,Ochiltree,$903.10,$945.24,-4.46%,$2022.84,$1761.69,14.82%,2,2013,"QUARTERLY"""
COUNTY,Hidalgo,$269400.85,$206979.97,30.16%,$734524.00,$679410.85,8.11%,3,2013,"QUARTERLY"""
COUNTY,Potter,$153043.63,$103287.09,48.17%,$290623.99,$203643.37,42.71%,2,2014,"QUARTERLY"""
CITY,Sealy,$740.85,$827.50,-10.47%,$2758.37,$2879.13,-4.19%,4,2014,"QUARTERLY"""
COUNTY,Moore,$4046.57,$4034.26,0.31%,$4046.57,$4034.26,0.31%,1,2013,"QUARTERLY"""
CITY,Frisco,$172285.83,$147487.01,16.81%,$702898.39,$539529.23,30.28%,4,2014,"QUARTERLY"""
CITY,Greenville,$14881.92,$14530.69,2.42%,$29072.16,$28640.15,1.51%,2,2016,"QUARTERLY"""
CITY,Greenville,$14881.92,$14530.69,2.42%,$29072.16,$28640.15,1.51%,2,2016,"QUARTERLY"""
CITY,Three Rivers,$579.94,$976.25,-40.6%,$2407.58,$2576.66,-6.56%,3,2015,"QUARTERLY"""
CITY,Texas City,$17708.71,$16416.38,7.87%,$54614.13,$50073.50,9.07%,3,2015,"QUARTERLY"""
CITY,Whitewright,$1211.61,$701.79,72.65%,$2521.76,$1479.90,70.4%,2,2013,"QUARTERLY"""
COUNTY,Bowie,$29296.98,$26972.14,8.62%,$61952.82,$52967.37,16.96%,2,2015,"QUARTERLY"""
CITY,Sullivan City,$0.00,$12.61,-100%,$0.00,$37.20,-100%,2,2014,"QUARTERLY"""
CITY,Lake Dallas,$4483.73,$9255.71,-51.56%,$4483.73,$9255.71,-51.56%,1,2014,"QUARTERLY"""
COUNTY,Refugio,$47.14,$43.95,7.26%,$117.17,$127.53,-8.12%,3,2013,"QUARTERLY"""
COUNTY,Sutton,$317.43,$297.00,6.88%,$1171.35,$1273.53,-8.02%,4,2014,"QUARTERLY"""
CITY,Raymondville,$156.51,$0.00,0%,$156.51,$0.00,0%,3,2015,"QUARTERLY"""
COUNTY,Baylor,$799.72,$998.65,-19.92%,$799.72,$998.65,-19.92%,1,2016,"QUARTERLY"""
CITY,Garland,$78596.07,$62602.41,25.55%,$200283.03,$184282.96,8.68%,3,2013,"QUARTERLY"""
CITY,Livingston,$1877.83,$1804.92,4.04%,$6263.93,$7016.01,-10.72%,4,2014,"QUARTERLY"""
CITY,Grand Saline,$858.22,$871.69,-1.55%,$1693.71,$1776.50,-4.66%,2,2013,"QUARTERLY"""
CITY,Brackettville,$166.00,$375.67,-55.81%,$1326.38,$1517.02,-12.57%,4,2014,"QUARTERLY"""
CITY,Magnolia,$2199.78,$2293.40,-4.08%,$4154.25,$4235.00,-1.91%,2,2013,"QUARTERLY"""
CITY,Live Oak,$27939.57,$26414.35,5.77%,$53759.21,$51206.87,4.98%,2,2015,"QUARTERLY"""
CITY,Cottonwood Shores,$1603.67,$982.51,63.22%,$3188.85,$1428.56,123.22%,3,2014,"QUARTERLY"""
CITY,Bedford,$34773.10,$37951.53,-8.37%,$34773.10,$37951.53,-8.37%,1,2013,"QUARTERLY"""
CITY,Panhandle,$295.90,$240.09,23.25%,$295.90,$240.09,23.25%,1,2016,"QUARTERLY"""
CITY,Dickinson,$13307.73,$12243.35,8.69%,$26201.84,$24107.27,8.69%,2,2016,"QUARTERLY"""
CITY,Dickinson,$13307.73,$12243.35,8.69%,$26201.84,$24107.27,8.69%,2,2016,"QUARTERLY"""
COUNTY,Titus,$6871.92,$7532.88,-8.77%,$13258.39,$14662.68,-9.58%,2,2013,"QUARTERLY"""
CITY,Flower Mound,$32500.61,$23580.34,37.83%,$115345.91,$100876.17,14.34%,4,2013,"QUARTERLY"""
CITY,Ingram,$999.65,$739.09,35.25%,$999.65,$739.09,35.25%,1,2014,"QUARTERLY"""
CITY,Cross Roads,$2140.98,$693.54,208.7%,$6147.43,$1674.63,267.09%,3,2014,"QUARTERLY"""
CITY,Sulphur Springs,$6553.06,$5587.34,17.28%,$30727.26,$27850.90,10.33%,4,2015,"QUARTERLY"""
COUNTY,Hidalgo,$340592.07,$307099.84,10.91%,$340592.07,$307099.84,10.91%,1,2015,"QUARTERLY"""
COUNTY,Crockett,$1131.15,$1599.30,-29.27%,$2524.03,$2844.03,-11.25%,2,2015,"QUARTERLY"""
CITY,Alton,$0.00,$4.50,-100%,$0.00,$80.55,-100%,4,2014,"QUARTERLY"""
COUNTY,Wheeler,$1874.62,$5369.09,-65.08%,$5977.72,$9581.77,-37.61%,3,2015,"QUARTERLY"""
COUNTY,Harris,$4473539.56,$3187060.76,40.37%,$11654548.07,$9902474.64,17.69%,3,2013,"QUARTERLY"""
COUNTY,Trinity,$838.80,$643.22,30.41%,$2423.56,$2132.11,13.67%,3,2013,"QUARTERLY"""
COUNTY,Kinney,$407.70,$452.58,-9.92%,$830.85,$811.05,2.44%,2,2013,"QUARTERLY"""
CITY,Campbell,$700.48,$693.89,0.95%,$700.48,$693.89,0.95%,1,2015,"QUARTERLY"""
CITY,Columbus,$1874.91,$1743.50,7.54%,$1874.91,$1743.50,7.54%,1,2013,"QUARTERLY"""
CITY,Amarillo,$187816.33,$138893.45,35.22%,$187816.33,$138893.45,35.22%,1,2014,"QUARTERLY"""
CITY,Vidor,$1659.21,$1431.59,15.9%,$2953.08,$2931.55,0.73%,2,2016,"QUARTERLY"""
CITY,Vidor,$1659.21,$1431.59,15.9%,$2953.08,$2931.55,0.73%,2,2016,"QUARTERLY"""
COUNTY,Lamb,$73.41,$214.52,-65.78%,$253.09,$216.11,17.11%,2,2013,"QUARTERLY"""
COUNTY,Upshur,$35.62,$35.12,1.42%,$35.62,$35.12,1.42%,1,2013,"QUARTERLY"""
CITY,Wolfforth,$10.11,$7.87,28.46%,$10.11,$7.87,28.46%,1,2013,"QUARTERLY"""
COUNTY,Scurry,$3117.46,$2738.50,13.84%,$12284.15,$7993.14,53.68%,4,2013,"QUARTERLY"""
CITY,Hickory Creek,$1767.91,$1627.58,8.62%,$3555.82,$3368.23,5.57%,2,2013,"QUARTERLY"""
COUNTY,Kleberg,$12599.49,$12366.69,1.88%,$44520.04,$34758.16,28.09%,3,2014,"QUARTERLY"""
CITY,Splendora,$796.65,$916.34,-13.06%,$1599.61,$1699.66,-5.89%,2,2016,"QUARTERLY"""
CITY,Splendora,$796.65,$916.34,-13.06%,$1599.61,$1699.66,-5.89%,2,2016,"QUARTERLY"""
CITY,La Joya,$453.51,$488.33,-7.13%,$767.59,$703.47,9.11%,2,2015,"QUARTERLY"""
CITY,Johnson City,$156.40,$131.59,18.85%,$156.40,$131.59,18.85%,1,2015,"QUARTERLY"""
CITY,Port Aransas,$14896.18,$13131.77,13.44%,$14896.18,$13131.77,13.44%,1,2013,"QUARTERLY"""
CITY,Grey Forest,$1051.42,$769.08,36.71%,$1051.42,$769.08,36.71%,1,2014,"QUARTERLY"""
CITY,Buffalo Gap,$1461.11,$1247.07,17.16%,$3362.36,$3496.53,-3.84%,3,2013,"QUARTERLY"""
CITY,Wylie,$7316.65,$4072.24,79.67%,$7316.65,$4072.24,79.67%,1,2015,"QUARTERLY"""
CITY,La Grange,$2825.98,$1861.18,51.84%,$5182.59,$3256.85,59.13%,2,2014,"QUARTERLY"""
CITY,Plainview,$7269.79,$6865.72,5.89%,$28712.43,$27753.38,3.46%,4,2014,"QUARTERLY"""
CITY,La Vernia,$241.25,$42.24,471.14%,$288.41,$104.74,175.36%,2,2015,"QUARTERLY"""
CITY,Anthony,$72.28,$197.00,-63.31%,$325.91,$496.75,-34.39%,3,2014,"QUARTERLY"""
COUNTY,Dewitt,$2277.31,$2569.83,-11.38%,$5035.27,$5000.20,0.7%,2,2013,"QUARTERLY"""
